product_series,state_abbr,form_name,file_name,new_business,customer_service,individual_plan,group_plan,standard,order,download_page,description,,,,
"Term Alabama	1597-NI	1597-NI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,0,0,"	Life Insurance Buyer's Guide",,,,,,,
"Term Missouri	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,546,546,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Missouri	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,547,547,"	Application Submittal Checklist",,,,,,,
"Term Missouri	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,548,548,"	Military Supplement to Application",,,,,,,
"Term Missouri	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,549,549,"	Application Overflow Page",,,,,,,
"Term Missouri	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,550,550,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Missouri	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,551,551,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Missouri	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,552,552,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Missouri	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,553,553,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Missouri	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,554,554,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Montana	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,555,555,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Montana	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,556,556,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Montana	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,557,557,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Montana	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,558,558,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Montana	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,559,559,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Montana	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,560,560,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Montana	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,561,561,"	Companion Case Transmittal",,,,,,,
"Term Montana	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,562,562,"	List Billing Transmittal",,,,,,,
"Term Montana	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,563,563,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Montana	6404-MT	6404-MT%20REV%202-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,564,564,"	HIV Testing Informed Consent (Include Form 6404-MT-1)",,,,,,,
"Term Montana	6404-MT	6404-MT_1.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,565,565,"	HIV Testing Informed Consent (Include Form 6404-MT-1)",,,,,,,
"Term Montana	6404-MT	6404-MT_2.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,566,566,"	HIV Testing Informed Consent (Include Form 6404-MT-1)",,,,,,,
"Term Montana	6404-MT	6404-MT_3.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,567,567,"	HIV Testing Informed Consent (Include Form 6404-MT-1)",,,,,,,
"Term Montana	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,568,568,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Montana	6420-MT	6420-MT.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,569,569,"	Life Insurance Application For use in MT Effective 5/13",,,,,,,
"Term Montana	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,570,570,"	Trustee Certification",,,,,,,
"Term Montana	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,571,571,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Montana	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,572,572,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term Montana	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,573,573,"	Application Submittal Checklist",,,,,,,
"Term Montana	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,574,574,"	Military Supplement to Application",,,,,,,
"Term Montana	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,575,575,"	Application Overflow Page",,,,,,,
"Term Montana	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,576,576,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Montana	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,577,577,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Montana	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,578,578,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Montana	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,579,579,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Montana	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,580,580,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Nebraska	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,581,581,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Nebraska	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,582,582,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Nebraska	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,583,583,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Nebraska	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,584,584,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Nebraska	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,585,585,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Nebraska	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,586,586,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Nebraska	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,587,587,"	Companion Case Transmittal",,,,,,,
"Term Nebraska	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,588,588,"	List Billing Transmittal",,,,,,,
"Term Nebraska	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,589,589,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Nebraska	6404	6404-NIH%207-08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,590,590,"	HIV Testing Informed Consent",,,,,,,
"Term Nebraska	6404	6404-NIH%207-08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,591,591,"	HIV Testing Informed Consent",,,,,,,
"Term Nebraska	6404	6404.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,592,592,"	HIV Testing Informed Consent",,,,,,,
"Term Nebraska	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,593,593,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Nebraska	6420-NE	6420-NE.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,594,594,"	Life Insurance Application For use in NE Effective 5/13",,,,,,,
"Term Nebraska	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,595,595,"	Trustee Certification",,,,,,,
"Term Nebraska	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,596,596,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Nebraska	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,597,597,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term Nebraska	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,598,598,"	Application Submittal Checklist",,,,,,,
"Term Nebraska	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,599,599,"	Military Supplement to Application",,,,,,,
"Term Nebraska	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,600,600,"	Application Overflow Page",,,,,,,
"Term Nebraska	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,601,601,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Nebraska	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,602,602,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Nebraska	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,603,603,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Nebraska	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,604,604,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Nebraska	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,605,605,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Nevada	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,606,606,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Nevada	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,607,607,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Nevada	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,608,608,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Nevada	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,609,609,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Nevada	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,610,610,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Nevada	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,611,611,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Nevada	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,612,612,"	Companion Case Transmittal",,,,,,,
"Term Nevada	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,613,613,"	List Billing Transmittal",,,,,,,
"Term Nevada	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,614,614,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Nevada	6256	6256%20A&B-C.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,615,615," A&B-C	Aviation/Racing Questionnaire (For use in AZ", KS, NV, VA, WA),,,
"Term Nevada	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,616,616,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Nevada	6420-NV	6420-NV.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,617,617,"	Life Insurance Application For use in NV Effective 5/13",,,,,,,
"Term Nevada	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,618,618,"	Trustee Certification",,,,,,,
"Term Nevada	6484-NV	6484-NV.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,619,619,"	Comparative Information Form For use in NV",,,,,,,
"Term Nevada	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,620,620,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Nevada	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,621,621,"	Application Submittal Checklist",,,,,,,
"Term Nevada	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,622,622,"	Military Supplement to Application",,,,,,,
"Term Nevada	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,623,623,"	Application Overflow Page",,,,,,,
"Term Nevada	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,624,624,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Nevada	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,625,625,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Nevada	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,626,626,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Nevada	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,627,627,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Nevada	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,628,628,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term NH	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,629,629,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term NH	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,630,630,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term NH	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,631,631,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term NH	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,632,632,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term NH	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,633,633,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term NH	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,634,634,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term NH	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,635,635,"	Companion Case Transmittal",,,,,,,
"Term NH	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,636,636,"	List Billing Transmittal",,,,,,,
"Term NH	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,637,637,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term NH	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,638,638,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term NH	6420-NH	6420-NH.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,639,639,"	Life Insurance Application For use in NH Effective 5/13",,,,,,,
"Term NH	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,640,640,"	Trustee Certification",,,,,,,
"Term NH	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,641,641,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term NH	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,642,642,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term NH	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,643,643,"	Application Submittal Checklist",,,,,,,
"Term NH	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,644,644,"	Military Supplement to Application",,,,,,,
"Term NH	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,645,645,"	Application Overflow Page",,,,,,,
"Term NH	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,646,646,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term NH	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,647,647,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term NH	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,648,648,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term NH	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,649,649,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term NH	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,650,650,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term NJ	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,651,651,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term NJ	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,652,652,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term NJ	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,653,653,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term NJ	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,654,654,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term NJ	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,655,655,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term NJ	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,656,656,"	Companion Case Transmittal",,,,,,,
"Term NJ	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,657,657,"	List Billing Transmittal",,,,,,,
"Term NJ	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,658,658,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term NJ	6404-NJ	6404-NJ.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,659,659,"	HIV Testing Informed Consent",,,,,,,
"Term NJ	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,660,660,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term NJ	6420-NJ	6420-NJ%2010-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,661,661,"	Life Insurance Application For use in NJ",,,,,,,
"Term NJ	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,662,662,"	Trustee Certification",,,,,,,
"Term NJ	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,663,663,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term NJ	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,664,664,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term NJ	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,665,665,"	Application Submittal Checklist",,,,,,,
"Term NJ	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,666,666,"	Military Supplement to Application",,,,,,,
"Term NJ	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,667,667,"	Application Overflow Page",,,,,,,
"Term NJ	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,668,668,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term NJ	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,669,669,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term NJ	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,670,670,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term NJ	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,671,671,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term NJ	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,672,672,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term NM	1597-NI	1597-NI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,673,673,"	Life Insurance Buyer's Guide",,,,,,,
"Term NM	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,674,674,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term NM	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,675,675,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term NM	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,676,676,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term NM	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,677,677,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term NM	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,678,678,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term NM	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,679,679,"	Companion Case Transmittal",,,,,,,
"Term NM	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,680,680,"	List Billing Transmittal",,,,,,,
"Term NM	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,681,681,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term NM	6404	6404-NIH%207-08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,682,682,"	HIV Testing Informed Consent",,,,,,,
"Term NM	6404	6404-NIH%207-08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,683,683,"	HIV Testing Informed Consent",,,,,,,
"Term NM	6404	6404.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,684,684,"	HIV Testing Informed Consent",,,,,,,
"Term NM	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,685,685,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
